No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Dividend Yield,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Average Volume,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Beta,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap
372,PG,Procter & Gamble Co.,Consumer Defensive,Household & Personal Products,USA,401412.62,28.26,170.08,2.65%,11892073,22.88,4.18,4.78,7.93,42.33,24.29,5.81%,6.60%,33.30%,6.76%,4.44%,2.36%,12.24%,30.57%,19.35%,0.73,0.53,0.5,0.64,53.93%,23.88%,17.46%,7/30/2024 8:30:00 AM,2360.14,2358.82,0.06%,-16.60%,68.35%,-1.25%,0.81%,3.08,6180.46,0.57%,3.81%,3.81%,6.85%,8.61%,16.06%,2.63%,1.57%,1.77,1.92,0.4,3.34,2.13%,2.30%,7.73%,-0.49%,20.24%,56.58,1.58%,1.06%
373,PGR,Progressive Corp.,Financial,Insurance - Property & Casualty,USA,127061.76,18.56,216.94,0.77%,1769719,17.18,0.45,1.88,5.83,,10.44,95.35%,5.82%,8.09%,41.60%,14.48%,1.41%,8.11%,29.92%,23.91%,0.48,,0.32,0.32,,12.79%,10.17%,7/16/2024 8:30:00 AM,585.3,583.94,0.30%,-9.42%,87.66%,-0.98%,0.80%,1.85,2524.78,0.58%,3.17%,3.78%,21.39%,73.82%,36.80%,1.92%,2.15%,1.83,0.7,0.34,4.62,1.10%,2.86%,14.75%,-5.27%,75.64%,54.94,0.19%,0.58%
374,PH,Parker-Hannifin Corp.,Industrials,Specialty Industrial Machinery,USA,66649.28,24.42,518.51,-3.00%,700329,19.71,2.33,3.36,5.75,160.43,22.66,15.29%,5.90%,15.42%,10.46%,7.79%,1.16%,9.21%,25.90%,14.66%,0.87,0.5,0.63,0.98,35.90%,19.46%,13.95%,8/8/2024 8:30:00 AM,128.43,127.79,0.58%,-4.02%,84.93%,-0.42%,1.05%,1.78,753.66,-6.51%,1.13%,-2.29%,3.66%,27.75%,12.55%,3.53%,2.76%,1.68,0.93,1.44,16.17,-4.02%,-1.54%,4.32%,-9.06%,43.04%,43.09,-1.09%,-1.93%
375,PHM,PulteGroup Inc,Consumer Cyclical,Residential Construction,USA,26494.08,9.73,127.67,-1.25%,1963996,9.3,1.22,1.57,2.37,18.32,20.29,12.80%,3.83%,26.99%,8.00%,9.95%,0.63%,17.74%,26.92%,21.76%,4.28,0.45,0.15,0.2,29.61%,21.41%,16.72%,7/23/2024 8:30:00 AM,212.56,205.78,0.84%,-0.11%,94.60%,-1.14%,3.31%,3.54,1925.6,-1.78%,21.52%,12.14%,19.62%,52.79%,23.69%,3.42%,3.17%,1.88,1.02,1.63,4.23,5.53%,10.19%,21.25%,-5.86%,85.57%,60.59,1.09%,-2.31%
376,PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers,USA,17662.76,24.69,196.69,-0.66%,509410,18.34,,2.23,4.38,15.06,20.51,2.26%,20.55%,1.69%,-14.29%,2.54%,2.55%,8.47%,18.39%,10.62%,2.46,1.74,0.67,0.78,20.57%,13.11%,8.99%,7/23/2024 4:30:00 PM,89.62,87.93,2.08%,-5.19%,91.01%,0.04%,1.69%,2.76,538.55,-1.16%,9.53%,12.18%,20.57%,27.19%,20.74%,2.03%,1.95%,2.58,0.95,0.79,3.89,3.52%,5.81%,13.16%,-2.62%,36.76%,62.37,0.23%,-0.89%
377,PLD,Prologis Inc,Real Estate,REIT - Industrial,USA,114794.32,41.91,123.98,-2.93%,5728367,40.29,,14.78,2.15,191.85,26.13,-14.98%,10.01%,2.94%,-6.05%,23.82%,3.08%,3.04%,5.29%,3.37%,,,0.57,0.57,40.90%,35.80%,36.30%,7/17/2024 8:30:00 AM,924.39,922.27,0.39%,0.00%,95.68%,1.06%,1.28%,2.92,4031.32,1.06%,9.43%,18.61%,-4.95%,0.24%,-6.99%,3.13%,2.66%,1.52,1.42,1.08,3.3,1.83%,8.14%,4.27%,-9.85%,28.29%,58.38,-2.49%,-0.45%
378,PM,Philip Morris International Inc,Consumer Defensive,Tobacco,USA,183186.54,20.86,117.82,0.31%,7405239,16.8,2.23,5.06,,37.57,18.1,6.25%,9.85%,-0.25%,9.37%,3.59%,4.48%,13.76%,,25.16%,0.94,0.52,,,61.96%,37.69%,24.25%,7/23/2024 8:30:00 AM,1552.42,1552.11,0.17%,-6.94%,79.92%,0.58%,0.54%,1.73,4887.03,3.93%,16.17%,21.08%,26.29%,20.30%,25.23%,2.16%,1.75%,1.82,1.52,0.57,1.97,8.56%,12.80%,23.09%,-0.01%,35.07%,85.96,-0.23%,0.54%
379,PNC,PNC Financial Services Group Inc,Financial,Banks - Regional,USA,67644.7,14.25,170.0,-3.40%,2915778,11.57,2.61,2.07,1.28,,6.97,1.39%,13.30%,3.61%,5.45%,11.77%,3.71%,0.93%,10.18%,3.86%,0.42,,1.36,1.36,,17.23%,14.63%,7/16/2024 8:30:00 AM,398.03,396.13,0.45%,-1.30%,86.00%,-3.61%,1.60%,3.7,1709.11,-6.19%,7.74%,9.20%,16.89%,26.75%,9.78%,1.99%,2.28%,2.21,1.71,1.13,3.9,-2.01%,5.04%,13.90%,-7.02%,55.39%,48.14,-2.20%,-1.23%
380,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,United Kingdom,13832.49,21.16,83.58,-2.67%,1053090,17.46,1.54,3.37,4.03,64.55,21.77,13.12%,12.82%,13.83%,13.70%,7.12%,1.00%,10.11%,20.72%,12.47%,1.65,0.96,0.54,0.55,38.18%,20.62%,16.05%,7/23/2024 8:30:00 AM,165.3,164.76,0.44%,-3.80%,97.38%,4.49%,1.90%,1.89,1652.85,-5.56%,11.83%,6.00%,11.72%,21.11%,14.95%,2.50%,2.65%,1.95,0.64,1.2,2.67,2.10%,4.50%,11.53%,-6.75%,46.17%,52.69,-0.69%,-1.99%
381,PNW,Pinnacle West Capital Corp.,Utilities,Utilities - Regulated Electric,USA,10019.4,16.32,88.23,0.18%,1186134,18.03,2.27,2.05,1.61,2100.5,,7.72%,3.01%,-0.59%,7.20%,5.13%,4.00%,2.49%,10.16%,3.92%,0.55,0.38,1.54,1.8,28.44%,22.92%,12.66%,8/1/2024 8:30:00 AM,113.42,113.33,0.20%,0.00%,105.04%,-0.17%,4.08%,4.76,971.88,4.16%,16.83%,17.58%,25.81%,6.85%,22.81%,2.30%,1.76%,2.38,1.22,0.51,1.51,7.84%,12.32%,19.15%,-0.02%,35.32%,85.79,0.26%,-0.08%
382,PODD,Insulet Corporation,Healthcare,Medical Devices,USA,13759.36,59.41,196.45,-0.41%,843821,52.27,3.99,7.73,17.4,18.32,94.7,5.71%,20.93%,122.47%,14.90%,24.75%,,9.53%,36.18%,10.87%,3.7,2.71,1.72,1.77,69.15%,13.99%,13.14%,8/8/2024 4:30:00 PM,69.91,69.4,0.91%,-3.90%,101.76%,-0.61%,4.27%,3.65,812.06,1.63%,-0.14%,13.28%,0.54%,-26.90%,-9.46%,3.86%,3.98%,1.4,1.04,1.2,7.61,0.01%,1.45%,7.34%,-27.26%,56.14%,51.73,-0.21%,-0.19%
383,POOL,Pool Corporation,Industrials,Industrial Distribution,USA,13520.7,29.77,353.39,-3.33%,514480,29.27,,2.52,9.5,139.55,21.85,-16.02%,9.08%,18.87%,-8.75%,14.13%,1.25%,12.52%,31.79%,16.83%,2.48,0.88,0.91,1.01,29.64%,12.18%,8.54%,7/25/2024 8:30:00 AM,38.35,37.13,2.95%,-3.51%,103.48%,0.40%,9.08%,7.83,430.83,-4.96%,17.37%,-1.87%,-6.28%,-6.98%,-11.37%,2.87%,3.32%,2.33,1.19,1.01,12.26,5.26%,4.41%,-3.10%,-16.40%,20.40%,55.36,-1.25%,-2.10%
384,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,USA,28803.22,20.23,123.46,-1.92%,1250185,13.57,2.24,1.59,3.71,24.16,20.37,7.51%,10.32%,-0.41%,9.05%,3.95%,2.15%,6.57%,18.78%,10.22%,1.49,1.05,0.82,0.93,38.75%,12.55%,7.98%,7/18/2024 4:30:00 PM,235.21,232.28,0.44%,-0.13%,87.96%,0.18%,0.97%,1.5,1499.56,-3.21%,-1.13%,-6.65%,-12.75%,-12.92%,-17.45%,1.83%,1.75%,2.1,0.83,1.25,2.45,-3.69%,-3.99%,-9.13%,-18.32%,2.61%,36.86,-1.69%,-0.24%
385,PPL,PPL Corp,Utilities,Utilities - Regulated Electric,USA,22604.35,29.7,30.64,1.09%,11185632,16.78,4.37,2.76,1.61,70.42,,6.72%,6.92%,-17.22%,6.80%,3.55%,3.34%,1.96%,5.43%,2.56%,1.28,1.08,1.12,1.14,25.35%,20.84%,9.29%,8/2/2024 8:30:00 AM,737.13,736.03,0.23%,0.00%,76.48%,2.04%,2.08%,3.29,4644.73,4.08%,11.30%,9.74%,15.32%,12.11%,13.06%,2.30%,1.68%,1.8,2.41,0.83,0.53,6.74%,7.55%,13.25%,0.97%,38.02%,75.13,0.46%,0.63%
386,PRU,Prudential Financial Inc.,Financial,Insurance - Life,USA,39583.34,14.1,110.26,-9.98%,5436310,7.54,1.45,0.67,1.41,,3.81,16.33%,8.17%,-6.62%,9.70%,-1.93%,4.72%,0.40%,10.03%,5.83%,1.9,,0.73,1.0,,5.39%,4.79%,8/1/2024 4:30:00 PM,359.22,358.31,0.19%,398.51%,58.79%,-0.90%,1.40%,3.71,1355.27,-11.18%,-6.99%,-0.93%,7.37%,15.69%,6.32%,3.89%,2.18%,3.12,4.01,1.29,3.02,-10.53%,-7.92%,1.27%,-14.21%,25.37%,27.61,-6.81%,-3.40%
387,PSA,Public Storage.,Real Estate,REIT - Industrial,USA,54588.74,29.2,311.9,3.94%,1217009,29.06,,11.78,10.19,100.67,19.64,-6.00%,3.22%,5.31%,,10.68%,3.90%,11.14%,21.04%,9.84%,,,0.97,0.97,49.95%,48.20%,40.58%,7/30/2024 4:30:00 PM,175.67,157.18,10.19%,0.01%,84.01%,0.61%,1.77%,4.04,689.59,3.71%,8.55%,18.18%,8.88%,11.88%,2.26%,3.16%,2.41%,2.11,1.76,0.67,7.43,4.32%,8.32%,11.89%,-0.96%,33.76%,63.88,4.08%,-0.14%
388,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,USA,55987.92,11.49,133.76,-5.10%,4077938,10.26,,0.37,1.9,22.91,13.17,-41.78%,41.59%,5.58%,-4.60%,14.03%,3.33%,6.78%,17.22%,10.96%,1.14,0.79,0.58,0.68,6.22%,4.33%,3.36%,7/30/2024 8:30:00 AM,430.46,417.49,0.26%,-6.21%,78.32%,-1.92%,2.11%,3.86,2275.91,-5.94%,-4.71%,-7.03%,-8.10%,22.73%,0.47%,3.77%,2.68%,1.95,1.79,1.33,4.12,-4.03%,-4.01%,-3.54%,-23.16%,24.53%,40.55,-3.83%,-1.33%
389,PTC,PTC Inc,Technology,Software - Application,USA,20601.27,70.23,172.05,-2.17%,1301984,29.43,4.71,9.29,7.0,83.15,29.45,14.83%,17.31%,36.14%,14.92%,11.32%,,4.79%,10.53%,5.90%,0.76,0.76,0.66,0.66,77.91%,23.32%,13.32%,7/31/2024 4:30:00 PM,118.85,118.12,1.36%,-3.96%,99.58%,-0.95%,2.41%,3.45,826.38,-1.01%,-6.48%,0.85%,-4.10%,19.69%,-1.66%,2.83%,2.48%,1.73,1.58,1.18,4.58,-3.73%,-3.31%,-0.66%,-11.42%,27.81%,40.31,-0.60%,-1.58%
390,PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,USA,35268.28,45.47,240.92,-5.48%,1787607,24.01,2.64,1.6,5.37,67.77,22.82,19.97%,16.82%,21.34%,17.22%,14.12%,0.15%,5.15%,12.86%,8.10%,1.3,1.25,0.48,0.58,12.58%,5.38%,3.59%,8/1/2024 8:30:00 AM,145.51,144.52,1.27%,-3.61%,92.92%,-1.37%,2.98%,4.36,986.36,-6.16%,-5.37%,-5.52%,20.30%,19.08%,11.64%,4.49%,3.40%,1.68,1.81,1.02,10.74,-6.54%,-9.34%,4.76%,-16.02%,56.71%,40.74,-2.73%,-2.82%
391,PYPL,PayPal Holdings Inc,Financial,Credit Services,USA,63364.01,15.01,61.98,-5.10%,23091589,12.93,0.77,2.04,3.1,4.65,9.46,-14.01%,9.34%,17.54%,19.45%,14.06%,,5.60%,22.03%,14.32%,1.24,1.24,0.5,0.63,39.61%,17.58%,14.30%,7/30/2024 8:30:00 AM,1072.0,1018.81,0.34%,-0.35%,71.19%,1.53%,2.02%,1.7,12053.27,6.33%,3.92%,-7.46%,-0.06%,-15.33%,0.93%,3.81%,2.57%,2.19,1.92,1.43,2.02,2.62%,1.35%,1.87%,-17.35%,23.34%,52.99,-3.16%,-2.01%
392,QCOM,"Qualcomm, Inc.",Technology,Semiconductors,USA,177471.34,20.65,159.31,-2.86%,16608620,14.15,1.88,4.75,7.21,13.62,14.12,19.40%,11.84%,,10.96%,11.93%,2.12%,17.34%,38.92%,23.01%,2.39,1.78,0.53,0.59,55.90%,25.50%,23.32%,7/31/2024 4:30:00 PM,1114.0,1111.98,0.18%,-4.74%,77.71%,-0.30%,2.57%,2.72,10508.86,-11.52%,-21.83%,-11.54%,12.90%,23.24%,10.15%,5.73%,3.71%,1.97,1.58,1.3,8.6,-16.90%,-20.83%,-1.84%,-30.92%,52.69%,33.08,-0.75%,-2.12%
393,QRVO,Qorvo Inc,Technology,Semiconductors,USA,10238.24,,107.93,-2.46%,2385652,13.62,,2.56,2.94,9.46,13.77,-1.70%,29.64%,,12.34%,5.38%,,-0.40%,-0.72%,-0.52%,1.95,1.36,0.44,0.56,39.73%,6.01%,-0.66%,7/30/2024 4:30:00 PM,95.8,94.13,0.77%,-9.44%,91.51%,-3.38%,3.05%,1.92,1499.3,-11.54%,-7.85%,12.81%,2.06%,1.72%,-4.16%,5.46%,3.63%,2.66,1.59,1.47,4.62,-11.49%,-4.27%,1.03%,-17.60%,33.87%,35.6,-0.57%,-1.90%
394,RCL,Royal Caribbean Group,Consumer Cyclical,Travel Services,USA,35742.77,15.49,138.85,-6.24%,4926004,10.44,0.5,2.33,5.95,91.41,,69.09%,16.17%,-6.87%,30.85%,87.82%,0.46%,7.16%,53.38%,9.48%,0.19,0.17,3.39,3.62,36.79%,24.51%,16.32%,7/25/2024 8:30:00 AM,256.42,236.69,8.05%,-0.92%,82.92%,1.72%,6.97%,7.49,2202.85,-9.58%,-10.64%,1.07%,9.37%,31.99%,7.23%,4.51%,3.38%,1.62,2.24,2.62,5.94,-14.18%,-11.34%,7.16%,-19.91%,77.22%,30.44,-3.24%,-3.10%
395,REG,Regency Centers Corporation,Real Estate,REIT - Retail,USA,12988.19,33.76,70.29,2.52%,1996708,33.09,,9.18,1.94,162.51,24.69,-1.62%,6.39%,6.83%,-5.59%,4.19%,3.84%,3.39%,6.12%,3.25%,,,0.73,0.73,42.86%,35.22%,26.92%,8/1/2024 4:30:00 PM,184.13,183.31,0.80%,-1.68%,98.18%,-1.52%,1.22%,2.25,997.12,7.54%,14.03%,17.11%,10.43%,7.00%,4.91%,2.49%,1.86%,1.55,2.0,1.21,1.34,8.02%,12.16%,13.80%,2.34%,24.87%,73.12,0.41%,2.10%
396,REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,119224.87,28.66,1082.19,-1.00%,646220,22.22,2.73,8.84,4.23,12.15,35.82,2.84%,8.13%,10.31%,10.50%,19.99%,,12.95%,16.55%,13.98%,5.44,4.62,0.1,0.1,82.80%,30.81%,32.04%,8/1/2024 8:30:00 AM,107.6,106.24,3.56%,-6.06%,85.52%,-0.34%,1.78%,4.32,438.31,0.33%,5.67%,15.42%,12.99%,47.82%,23.22%,2.96%,2.26%,1.83,1.47,0.12,25.75,0.94%,4.09%,15.60%,-2.17%,49.04%,57.65,-1.60%,0.61%
397,RF,Regions Financial Corp.,Financial,Banks - Regional,USA,19122.53,11.73,20.88,-3.06%,8259490,9.48,4.99,2.07,1.23,,8.05,-11.53%,11.17%,6.49%,2.35%,7.68%,4.66%,1.13%,10.35%,7.42%,0.09,,0.3,0.33,,24.42%,17.84%,7/19/2024 8:30:00 AM,922.34,912.85,0.33%,0.90%,82.09%,0.75%,4.80%,5.78,7578.35,-8.26%,4.98%,6.31%,14.60%,3.06%,7.74%,2.79%,2.83%,2.38,1.09,1.19,0.63,-3.13%,4.13%,11.43%,-8.74%,52.24%,45.74,-0.85%,-2.23%
398,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA,22593.52,12.3,109.0,-2.83%,1809691,10.91,0.8,1.57,2.02,1.62,23.78,14.57%,5.07%,15.76%,15.40%,11.96%,1.62%,2.40%,18.01%,12.73%,,,0.35,0.43,89.10%,21.48%,13.13%,7/24/2024 4:30:00 PM,208.77,186.8,9.88%,-0.15%,77.84%,0.72%,3.03%,4.7,1205.24,-6.58%,-9.72%,-12.08%,-1.35%,0.41%,-2.24%,3.59%,2.93%,2.5,1.5,1.03,3.41,-5.74%,-8.30%,-5.47%,-16.91%,18.90%,35.06,-1.04%,-1.80%
399,RL,Ralph Lauren Corp,Consumer Cyclical,Apparel Manufacturing,USA,10302.95,16.91,164.4,-4.75%,1222460,13.17,1.67,1.55,4.25,5.77,11.39,8.44%,11.66%,13.00%,10.15%,3.37%,2.00%,9.65%,26.48%,13.30%,2.29,1.68,0.98,1.09,63.15%,12.30%,9.75%,8/7/2024 8:30:00 AM,41.4,39.38,37.16%,-11.65%,68.58%,-0.24%,7.97%,3.59,872.62,-2.20%,-1.98%,-0.32%,12.33%,25.04%,14.01%,3.31%,3.09%,2.09,1.4,1.51,5.67,-4.42%,-6.92%,4.05%,-14.39%,51.38%,41.51,-1.43%,-3.37%
400,RMD,Resmed Inc.,Healthcare,Medical Instruments & Supplies,USA,32854.95,32.31,223.64,4.23%,2659781,22.53,1.96,7.01,7.1,137.84,25.24,16.94%,9.96%,19.83%,16.50%,12.88%,0.98%,14.99%,22.70%,17.90%,2.59,1.69,0.17,0.18,55.75%,28.12%,21.79%,8/1/2024 4:30:00 PM,147.06,145.79,0.76%,-6.97%,60.56%,-0.38%,5.82%,8.32,1018.76,13.50%,18.08%,2.52%,15.48%,0.67%,30.01%,4.93%,3.20%,2.0,2.61,0.68,7.42,9.82%,9.44%,21.44%,-0.82%,69.12%,66.78,6.50%,-2.13%
401,ROK,Rockwell Automation Inc,Industrials,Specialty Industrial Machinery,USA,28895.58,24.76,253.47,-4.21%,831549,21.45,8.47,3.22,8.15,61.41,27.53,-16.51%,16.77%,23.17%,2.92%,6.62%,1.96%,10.33%,35.21%,18.25%,1.11,0.74,0.82,1.15,39.74%,16.70%,13.14%,8/7/2024 8:30:00 AM,114.8,113.77,0.21%,-8.47%,83.72%,-1.31%,2.82%,3.5,917.6,-8.51%,-4.83%,-6.14%,-3.63%,-16.70%,-18.36%,3.47%,3.10%,2.8,0.91,1.37,9.1,-7.37%,-4.83%,-8.81%,-20.23%,1.80%,39.47,-2.23%,-2.03%
402,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,USA,23251.72,50.7,48.01,1.29%,1614863,43.36,3.99,7.19,18.81,200.79,44.82,12.33%,10.74%,13.46%,12.70%,11.05%,1.28%,17.16%,35.71%,22.95%,0.78,0.72,0.62,0.71,49.98%,19.80%,14.23%,7/24/2024 4:30:00 PM,484.08,290.01,40.12%,-0.05%,54.42%,1.82%,2.30%,4.15,1606.76,4.53%,-4.53%,7.31%,8.52%,16.25%,9.94%,2.38%,1.99%,2.17,1.01,0.7,1.04,-1.83%,-0.45%,8.95%,-5.62%,49.15%,47.33,1.65%,-0.36%
403,ROP,Roper Technologies Inc,Technology,Software - Application,USA,57382.01,40.14,536.03,-1.54%,739991,27.04,5.02,8.73,3.16,228.16,27.22,8.77%,9.05%,7.03%,8.00%,3.91%,0.52%,5.03%,8.27%,5.74%,0.53,0.48,0.38,0.41,69.90%,28.66%,21.89%,7/24/2024 8:30:00 AM,106.9,106.57,0.45%,-0.99%,93.50%,-3.02%,1.26%,2.51,533.82,-2.28%,-4.36%,4.94%,-1.79%,9.14%,-1.68%,2.14%,1.70%,2.06,1.39,1.02,11.35,-3.64%,-3.08%,-0.34%,-7.44%,12.98%,38.34,-1.99%,0.46%
404,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,USA,46779.86,23.64,140.24,-1.91%,2363529,21.3,2.56,2.26,9.46,10.02,26.91,8.26%,9.40%,5.45%,9.23%,8.79%,1.04%,14.17%,43.02%,21.75%,1.54,1.03,0.85,1.18,27.68%,11.78%,9.60%,5/23/2024 4:30:00 PM,335.17,326.74,2.05%,-1.04%,88.01%,-0.33%,1.16%,1.52,2506.35,-0.48%,-2.61%,9.84%,-2.01%,25.47%,1.34%,2.10%,1.63%,1.7,0.94,1.09,2.51,-3.48%,-2.71%,1.96%,-8.38%,29.43%,38.45,-2.33%,0.43%
405,RSG,"Republic Services, Inc.",Industrials,Waste Management,USA,62814.0,33.5,200.0,1.25%,1634450,29.1,3.37,4.04,5.71,128.04,32.58,9.98%,11.37%,11.58%,9.93%,8.56%,1.10%,6.10%,17.78%,8.30%,0.59,0.56,1.06,1.2,29.90%,19.33%,12.11%,7/24/2024 4:30:00 PM,314.6,203.85,35.09%,-0.01%,61.74%,-0.15%,1.32%,2.29,1174.28,5.10%,3.34%,7.27%,15.05%,31.09%,21.28%,1.59%,1.65%,2.22,1.39,0.7,3.3,1.01%,3.84%,12.43%,-3.17%,42.62%,57.57,1.03%,0.22%
406,RTX,RTX Corp,Industrials,Aerospace & Defense,USA,154893.15,67.37,116.44,-0.26%,4578134,18.93,6.15,2.14,2.63,25.77,17.74,8.02%,12.52%,-19.30%,10.96%,2.73%,2.13%,1.40%,3.44%,2.25%,0.99,0.73,0.71,0.74,16.38%,4.60%,3.12%,7/25/2024 8:30:00 AM,1330.24,1328.86,0.10%,-21.06%,88.87%,-1.09%,1.23%,2.55,6432.45,2.19%,15.58%,14.28%,26.33%,36.25%,38.39%,1.86%,1.87%,2.33,0.71,0.89,2.28,9.40%,10.43%,24.41%,-1.51%,69.85%,76.74,0.16%,-0.42%
407,RVTY,Revvity Inc.,Healthcare,Diagnostics & Research,USA,15210.28,71.6,123.27,-1.41%,1063056,23.75,8.29,5.62,1.94,7.78,39.72,2.21%,9.21%,,8.63%,1.15%,0.24%,1.54%,2.70%,1.91%,2.27,1.98,0.42,0.51,48.60%,13.01%,7.85%,7/29/2024 8:30:00 AM,123.43,122.91,0.39%,-10.36%,87.84%,-9.88%,3.04%,4.03,928.57,7.05%,20.19%,21.95%,12.82%,-1.48%,12.77%,4.50%,3.08%,2.0,1.14,1.05,3.84,9.35%,11.88%,18.85%,-3.81%,55.06%,67.38,-0.63%,-0.78%
408,SBAC,SBA Communications Corp,Real Estate,REIT - Specialty,USA,24682.19,48.42,229.73,1.13%,1866518,25.54,1.93,9.22,,88.47,26.16,66.51%,17.20%,62.23%,25.08%,7.85%,1.72%,5.04%,,7.44%,,,,,50.25%,40.41%,19.22%,7/29/2024 4:30:00 PM,108.05,106.44,0.93%,-4.92%,96.39%,-0.20%,1.93%,2.3,892.13,7.00%,19.54%,18.50%,-0.52%,0.51%,-9.44%,3.34%,2.53%,1.68,2.09,0.65,5.71,9.77%,14.98%,6.91%,-11.22%,25.10%,76.62,-1.05%,2.20%
409,SBUX,Starbucks Corp.,Consumer Cyclical,Restaurants,USA,85987.21,21.27,75.88,1.03%,15179852,19.06,2.76,2.36,,25.35,22.47,0.65%,11.72%,2.03%,7.71%,8.40%,3.03%,13.84%,,25.60%,0.89,0.65,,,22.08%,15.18%,11.17%,7/30/2024 4:30:00 PM,1142.6,1109.73,2.07%,-0.06%,73.70%,2.13%,2.09%,1.77,13093.83,2.47%,-0.50%,1.27%,-18.73%,-25.70%,-20.97%,3.35%,2.93%,2.36,1.16,0.95,2.29,1.18%,-2.35%,-14.50%,-29.52%,6.05%,49.32,1.03%,0.00%
410,SCHW,Charles Schwab Corp.,Financial,Capital Markets,USA,112661.78,26.34,63.39,-0.50%,10257754,15.64,2.05,4.42,3.39,2.39,,-2.54%,32.85%,0.75%,12.86%,19.74%,1.61%,1.01%,11.99%,6.63%,,,0.51,1.29,74.38%,35.44%,17.28%,7/16/2024 8:30:00 AM,1772.62,1672.99,5.87%,-1.07%,85.68%,-0.58%,1.01%,2.0,8474.7,-4.82%,-14.49%,-15.85%,1.80%,-2.98%,-7.86%,2.60%,2.95%,2.0,1.21,0.97,2.0,-7.03%,-11.12%,-5.23%,-20.25%,30.27%,33.77,1.04%,-1.52%
411,SHW,Sherwin-Williams Co.,Basic Materials,Specialty Chemicals,USA,87597.29,35.4,347.25,-0.89%,1446502,27.01,3.13,3.81,23.35,437.99,37.05,11.04%,11.88%,18.91%,11.32%,5.68%,0.82%,10.72%,68.07%,18.77%,0.81,0.5,2.57,3.28,48.07%,16.27%,10.92%,7/23/2024 8:30:00 AM,254.5,231.76,8.13%,-0.20%,81.25%,-0.69%,1.57%,2.03,1800.21,-0.56%,16.83%,14.05%,12.35%,25.05%,11.33%,1.91%,2.09%,2.0,0.8,1.17,7.66,6.08%,11.61%,14.27%,-2.65%,49.64%,67.25,-0.34%,-0.56%
412,SJM,J.M. Smucker Co.,Consumer Defensive,Packaged Foods,USA,13027.03,17.15,122.4,2.01%,1723209,11.19,3.1,1.59,1.69,210.11,20.26,0.97%,8.99%,9.54%,5.54%,0.92%,3.56%,4.16%,9.93%,5.09%,0.52,0.25,0.9,1.11,35.50%,17.82%,9.09%,6/6/2024 8:30:00 AM,106.19,103.75,2.53%,-0.69%,83.10%,-1.02%,4.07%,3.5,1209.15,3.56%,12.17%,8.46%,-8.48%,-19.34%,-3.15%,2.19%,2.22%,2.5,1.43,0.23,2.64,5.81%,8.61%,3.59%,-20.00%,15.81%,67.03,0.88%,1.12%
413,SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,USA,63793.41,14.7,44.93,-3.71%,11846909,10.94,0.7,1.81,3.03,15.94,14.05,17.49%,17.35%,13.74%,21.10%,1.93%,2.43%,9.38%,22.26%,13.29%,1.49,1.13,0.58,0.63,20.07%,16.85%,12.56%,7/19/2024 8:30:00 AM,1427.39,1417.01,0.20%,-10.78%,85.73%,3.89%,2.29%,3.02,10753.61,-7.99%,-5.03%,-5.57%,-8.31%,-21.82%,-13.66%,2.64%,2.53%,1.26,1.1,1.54,1.28,-5.75%,-3.17%,-10.66%,-27.67%,5.44%,37.48,-2.28%,-1.46%
414,SMCI,Super Micro Computer Inc,Technology,Computer Hardware,USA,36579.51,35.06,624.65,-7.08%,7704698,18.28,0.56,3.09,7.18,17.29,,102.30%,43.05%,66.82%,62.40%,21.27%,,17.40%,30.57%,15.26%,4.69,2.29,0.35,0.37,15.97%,9.72%,8.88%,8/6/2024 4:30:00 PM,52.9,50.2,14.27%,-0.46%,58.50%,2.20%,8.45%,0.69,6156.77,-12.29%,-26.25%,-18.08%,7.05%,95.44%,119.75%,7.34%,6.45%,2.0,1.25,1.28,56.75,-21.71%,-23.94%,-5.04%,-49.17%,175.67%,28.87,-0.85%,-6.28%
