No.,Ticker,Company,Combined_Score,Market Cap_dr,Forward P/E_dr,P/B_dr,P/Free Cash Flow_dr,EPS growth this year_dr,EPS growth next year_dr,Dividend Yield_dr,Return on Assets_dr,Total Debt/Equity_dr,Institutional Ownership_dr,Float Short_dr,Performance (Month)_dr,Performance (Quarter)_dr,Average Volume_dr,Beta_dr,Market Cap,Forward P/E,P/B,P/Free Cash Flow,EPS growth this year,EPS growth next year,Dividend Yield,Return on Assets,Total Debt/Equity,Institutional Ownership,Float Short,Performance (Month),Performance (Quarter),Average Volume,Beta,Sector,Industry,Country,P/E,Price,Change,Volume,PEG,P/S,P/Cash,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Earnings Date,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Transactions,Short Ratio,Performance (Week),Performance (Half Year),Performance (Year),Performance (YTD),Volatility (Week),Volatility (Month),Analyst Recom,Relative Volume,Average True Range,20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Market Cap_Rank,Forward P/E_Rank,P/B_Rank,P/Free Cash Flow_Rank,EPS growth this year_Rank,EPS growth next year_Rank,Dividend Yield_Rank,Return on Assets_Rank,Total Debt/Equity_Rank,Institutional Ownership_Rank,Float Short_Rank,Performance (Month)_Rank,Performance (Quarter)_Rank,Average Volume_Rank,Beta_Rank,Combined_Rank
379,ATO,Atmos Energy Corporation,172,15,12,4,20,9,16,8,19,12,5,19,4,8,18,3,16625.46,17.88,1.65,3000,9.4,6.55,2.58,0,0.89,93.7,5.15,-1.9,-3.08,752.79,0.62,Utilities,Utilities - Regulated Gas,USA,20.3,114.69,0.31%,2777132,2.73,3.56,96.88,9.20%,7.43%,8.80%,,4.80%,1,0.9,0.67,56.10%,,,2/7/2023 16:30,141.82,139.25,0.30%,-3.03%,1.76%,953.00%,5.07%,0.50%,0.30%,2.34%,2.72%,2.13%,2.3,3.69,0.022408231,1.22%,0.23%,1.80%,-6.72%,17.38%,53.7,-1.41%,1.74%,364,299,99,499,225,394,189,461,281,120,463,93,189,430,72,4178
383,MPWR,"Monolithic Power Systems, Inc.",172,12,19,17,17,3,5,15,1,1,20,20,10,1,19,12,23761.16,31.31,13.75,476.18,79.1,18.33,0.82,23.4,0,0,6.22,-7.88,23.5,525.41,1.14,Technology,Semiconductors,USA,53.96,488.31,-1.94%,688871,3.83,13.24,32.2,27.50%,14.10%,30.70%,29.40%,26.30%,5.4,3.7,0,58.40%,29.40%,24.40%,2/8/2023 16:30,46.98,45.64,3.90%,-11.33%,4.48%,540.00%,1.95%,16.58%,10.81%,38.09%,5.23%,3.85%,1.9,1.31,0.042944031,-0.71%,7.35%,16.96%,-9.80%,61.86%,52.14,-2.48%,0.56%,290,457,425,408,57,106,356,22,9,487,481,235,16,463,291,4103
376,CHTR,"Charter Communications, Inc.",172,6,4,14,3,6,5,20,13,18,18,20,15,3,15,12,55623.59,8.69,5.89,10.02,25.6,17.21,0,3.5,10.7,67.8,9,-13.28,6.6,1232.96,1.12,Communication Services,Telecom Services,USA,11.38,350.01,1.03%,2402569,0.64,1.03,86.24,62.10%,17.66%,5.40%,50.60%,9.70%,0.3,0.3,10.54,45.30%,22.10%,9.40%,1/27/2023 8:30,153.44,99.13,12.30%,0.00%,-3.61%,724.00%,6.23%,-6.91%,-38.82%,3.22%,4.15%,2.97%,2.6,1.95,0.033684752,-3.66%,-7.83%,-11.52%,-39.44%,17.59%,41.16,2.05%,-1.00%,134,84,344,69,138,121,486,327,452,429,489,358,70,363,279,4143
390,IFF,International Flavors & Fragrances Inc.,173,13,9,3,17,20,8,4,20,9,6,9,15,19,10,11,21465.46,14.65,1.19,3000,-764.2,13.89,3.91,-5,0.62,93.3,1.48,-14.55,-21.65,1998.29,1.11,Basic Materials,Specialty Chemicals,USA,,82.76,-1.13%,4735026,,1.73,44.44,-27.30%,4.01%,29.60%,-9.90%,-5.50%,2,1.1,0.59,33.40%,-10.70%,-15.00%,2/8/2023 16:30,255,254.38,0.23%,0.00%,-0.76%,188.00%,-2.22%,-21.49%,-33.78%,-21.06%,2.38%,2.48%,2.4,2.37,0.032141131,-8.57%,-18.94%,-22.77%,-38.77%,1.51%,26.56,-0.81%,-0.32%,310,214,52,421,503,183,87,491,207,127,210,377,467,251,276,4176
388,NTRS,Northern Trust Corporation,173,14,6,4,4,14,13,4,18,19,11,11,16,12,16,11,17415.03,10.82,1.64,11.51,-14,9.04,3.67,0.8,13.38,85.1,1.77,-15.79,-7.38,1116.03,1.11,Financial,Asset Management,USA,13.31,81.73,-4.54%,3615064,3.01,2.33,3.74,5.50%,4.42%,6.10%,0.124,0.90%,,,0.46,90.30%,0.236,0.171,1/19/2023 8:30,208.42,207.3,0.20%,-0.54%,-0.07%,328.00%,-3.76%,-14.38%,-29.55%,-7.64%,3.79%,2.90%,2.9,3.24,0.037195644,-10.70%,-13.39%,-12.70%,-32.59%,7.33%,31.56,-3.57%,-1.00%,349,128,97,85,348,318,99,440,456,259,266,398,283,379,273,4178
386,HPE,Hewlett Packard Enterprise Company,173,14,2,1,18,19,18,5,17,9,10,12,16,16,2,14,18756.24,6.55,0.91,3000,-74.5,4.11,3.4,1.5,0.65,85.4,1.88,-14.91,-12.96,13190.45,1.25,Technology,Communication Equipment,USA,21.93,14.1,-1.47%,22302439,3.85,0.64,7.41,20.30%,5.70%,-0.30%,4.20%,2.20%,0.8,0.6,0.38,33.50%,3.00%,2.90%,3/2/2023 16:30,1298,1276.35,0.20%,-31.34%,-0.73%,182.00%,-1.61%,7.88%,-15.87%,-11.65%,2.63%,2.25%,2.5,1.69,0.025531915,-7.28%,-11.27%,-3.52%,-20.14%,18.49%,29.73,-0.98%,-0.49%,330,33,22,445,468,443,118,403,213,250,278,382,380,32,341,4138
389,CAH,"Cardinal Health, Inc.",173,14,6,19,3,20,6,7,20,19,6,12,13,14,9,5,17961.96,10.96,1000,7.98,-260.9,16.24,2.85,-2.9,100,93,1.93,-11.4,-11.37,2528.37,0.76,Healthcare,Medical Distribution,USA,,69.62,-1.26%,4479117,,0.09,4.92,-23.10%,11.85%,6.90%,94.30%,-16.70%,1,0.5,,3.40%,0.00%,-0.70%,2/2/2023 8:30,261,256.52,0.60%,-4.93%,0.12%,196.00%,-2.21%,4.87%,29.48%,-9.43%,2.09%,1.79%,2.6,1.77,0.021976444,-6.63%,-8.62%,0.19%,-14.65%,40.08%,28.39,-1.23%,-0.03%,341,132,469,58,495,137,161,486,475,132,286,319,349,210,116,4166
391,GPC,Genuine Parts Company,173,12,12,14,10,5,16,9,8,12,12,14,12,13,16,8,23130.63,16.99,6.03,36.63,33.3,6.89,2.34,7.2,0.88,82.4,2.38,-9.8,-9.5,1022,0.92,Consumer Cyclical,Specialty Retail,USA,19.5,162.07,-1.57%,6636894,4.24,1.05,35.39,12.90%,4.60%,6.30%,32.20%,17.20%,1.1,0.6,0.81,35.00%,7.30%,0.054,2/23/2023 8:30,141.04,137.98,0.10%,0.00%,1.06%,321.00%,-0.56%,4.96%,26.55%,-6.59%,2.25%,2.14%,2.9,6.49,0.022706238,-5.48%,-4.65%,0.48%,-13.67%,29.81%,35.8,-1.09%,-0.49%,295,284,346,239,123,384,207,201,278,297,341,280,323,390,183,4171
392,WDC,Western Digital Corporation,173,18,15,1,18,3,1,18,19,8,8,15,18,7,5,19,11512.56,21.44,0.92,3000,78.7,159.2,0,-0.4,0.58,89.6,2.53,-19.67,-2.09,4618.21,1.7,Technology,Computer Hardware,USA,,35.08,-0.74%,6316040,,0.73,6.15,28.80%,-12.32%,-0.30%,-0.80%,9.20%,1.9,1.1,0.58,28.30%,4.60%,-0.60%,1/31/2023 16:30,318,316.77,0.70%,0.00%,2.86%,174.00%,-2.72%,-7.12%,-27.30%,11.19%,3.75%,2.92%,2.4,1.37,0.035917902,-7.83%,-11.53%,-14.09%,-44.55%,18.00%,32.77,-0.74%,0.00%,434,375,23,446,58,12,438,471,182,189,357,443,171,120,467,4186
387,NWL,Newell Brands Inc.,173,20,3,3,19,19,2,1,17,15,4,20,19,18,5,8,5011.14,8.33,1.34,3000,-67.5,32.17,8.08,1.4,1.53,94.8,6.3,-24.12,-16.62,4484.77,0.95,Consumer Defensive,Household & Personal Products,USA,24.13,11.39,-3.15%,11538588,32.39,0.53,17.46,-21.60%,0.74%,-0.20%,0.052,5.50%,1.3,0.6,1.35,30.20%,4.70%,2.10%,2/10/2023 8:30,415.7,411.41,0.20%,-33.66%,0.97%,578.00%,-6.94%,-31.88%,-49.31%,-12.92%,3.67%,3.78%,2.5,2.57,0.048287972,-16.86%,-22.15%,-29.56%,-53.89%,-2.44%,24.85,-2.40%,-0.77%,498,76,63,456,466,43,6,409,362,93,482,477,428,123,196,4178
396,VRSN,"VeriSign, Inc.",174,13,17,20,8,14,5,20,1,20,4,5,11,8,19,9,20796.73,23.69,1000,25.88,-10.8,16.93,0,37.4,100,95.5,1.05,-9.47,-3.74,552.47,1,Technology,Software - Infrastructure,USA,30.97,193.35,-0.43%,936234,3.87,14.6,21.21,10.70%,8.00%,4.10%,-46.10%,326.40%,0.9,0.9,,85.90%,66.20%,47.30%,2/9/2023 16:30,105.5,104.83,1.10%,-8.55%,-2.08%,200.00%,1.12%,10.73%,-6.30%,-5.88%,1.78%,1.65%,2,1.69,0.019963796,-2.38%,-6.67%,1.28%,-15.49%,24.54%,35.72,0.16%,-0.59%,315,405,495,181,331,124,488,1,502,85,109,275,196,456,219,4182
395,SHW,The Sherwin-Williams Company,174,6,16,18,15,9,5,14,7,18,14,5,8,15,13,11,56974.79,21.83,18.03,86.73,10.5,17.23,1.11,9.1,3.41,79.2,1.07,-6.59,-12.61,1522.74,1.08,Basic Materials,Specialty Chemicals,USA,28.14,217.32,-1.38%,1756515,3.1,2.57,286.59,13.60%,9.07%,8.10%,79.50%,15.10%,1,0.6,3.09,42.10%,11.80%,9.10%,1/26/2023 8:30,257.4,237.56,0.10%,-0.21%,-0.66%,167.00%,1.50%,-2.93%,-11.07%,-8.43%,2.42%,2.28%,2.5,1.15,0.025768452,-1.74%,-6.14%,-7.29%,-23.75%,11.31%,41.44,-1.06%,-0.32%,129,379,438,359,219,120,329,170,428,343,117,200,369,319,253,4172
398,MTD,Mettler-Toledo International Inc.,174,10,18,20,11,7,10,19,1,19,3,8,9,7,20,12,33118.3,29.68,1299.21,44.88,17.2,11.65,0,25.9,81.23,96.4,1.4,-6.83,-1.33,89.47,1.16,Healthcare,Diagnostics & Research,USA,37.83,1455.11,-1.00%,160628,3.08,8.45,344.98,17.70%,12.30%,7.50%,,42.80%,1.2,0.8,76.96,0.589,27.30%,22.30%,2/9/2023 16:30,22.21,21.96,0.10%,-79.27%,-0.80%,343.00%,1.53%,16.99%,7.08%,0.67%,2.60%,2.31%,2.6,1.8,0.026960161,-0.76%,-3.49%,8.99%,-9.58%,36.56%,46.21,-0.86%,-0.15%,231,448,503,275,173,234,465,13,465,72,193,206,158,502,302,4240
393,TFX,Teleflex Incorporated,174,18,11,9,13,16,12,16,11,6,2,14,6,11,20,9,11367.49,16.1,2.75,57.09,-25,10.14,0.58,5.3,0.43,97.2,2.27,-4.58,-6.89,335.49,0.99,Healthcare,Medical Instruments & Supplies,USA,30.74,235.84,1.56%,630518,2.96,4.07,38.93,6.30%,10.40%,5.40%,9.30%,7.30%,2.4,1.4,0.4,54.90%,17.90%,13.00%,2/23/2023 8:30,46.91,46.81,0.22%,-13.35%,-9.79%,316.00%,5.81%,1.36%,-30.86%,-5.52%,3.36%,2.57%,2.4,1.88,0.027433853,0.71%,-2.45%,-0.41%,-33.89%,29.12%,50.7,1.59%,-0.03%,437,254,212,314,384,287,379,261,134,51,333,142,275,488,213,4164
397,CLX,The Clorox Company,174,14,18,19,16,17,3,6,9,18,12,19,3,4,15,1,18923.83,28.63,59.23,131.42,-33.1,25.91,3.07,7.1,8.36,82.2,4.91,0.17,3.86,1162.05,0.29,Consumer Defensive,Household & Personal Products,USA,43.86,153.99,-0.56%,1995271,3.25,2.68,112.64,-6.90%,13.49%,3.50%,108.50%,14.30%,0.9,0.5,7.71,36.30%,8.10%,6.20%,2/2/2023 16:30,123.55,122.88,0.10%,0.00%,-1.41%,519.00%,2.57%,9.61%,17.05%,9.73%,1.98%,1.66%,3.4,1.72,0.018182999,0.29%,3.50%,7.27%,-4.11%,27.79%,54.73,-0.69%,0.13%,329,446,460,380,409,61,147,204,448,301,456,55,88,368,7,4159
394,CPB,Campbell Soup Company,174,15,12,12,10,16,18,7,9,14,19,20,1,11,9,1,15930.73,16.98,4.43,37.05,-24.2,4.49,2.77,6.8,1.27,52.9,7.81,4.77,-6.35,2420.08,0.33,Consumer Defensive,Packaged Foods,USA,19.76,53.38,-1.26%,4545003,3.63,1.74,100.83,-3.60%,5.44%,8.00%,0.236,11.60%,0.8,0.3,1.11,30.80%,13.60%,8.90%,3/8/2023 8:30,299,192.09,0.30%,-8.86%,-0.21%,620.00%,1.66%,13.36%,25.13%,-5.94%,2.25%,1.91%,3.3,1.88,0.019295616,1.07%,1.20%,5.01%,-7.61%,26.51%,53.94,-1.51%,0.26%,374,283,293,245,382,435,168,216,337,469,487,19,262,221,10,4201
404,ARE,"Alexandria Real Estate Equities, Inc.",175,12,19,2,19,15,5,4,17,7,4,6,20,19,17,9,22907.28,31.93,1.05,3000,-16.9,16.82,4,1.5,0.54,95.89,1.16,-26.92,-20.98,933.62,0.98,Real Estate,REIT - Office,USA,38.11,120.87,-2.59%,5925543,,8.85,27.76,15.00%,-10.96%,18.10%,2.90%,1.90%,,,0.54,69.80%,21.60%,19.80%,1/30/2023 16:30,165.44,162.65,0.90%,-3.56%,-1.00%,203.00%,-4.68%,-19.90%,-36.92%,-17.02%,3.45%,3.05%,1.7,6.35,0.038057417,-15.95%,-20.86%,-19.28%,-41.57%,-0.88%,18.98,-1.48%,-1.13%,297,459,34,454,360,126,81,406,175,79,132,485,462,404,208,4162
403,MAA,"Mid-America Apartment Communities, Inc.",175,14,18,9,12,7,20,4,11,10,4,12,16,15,18,5,17379.59,30.04,2.78,50.11,19,-2.24,3.85,5.6,0.73,95.6,1.96,-14.7,-11.66,719.71,0.77,Real Estate,REIT - Residential,USA,26.5,145.29,-2.77%,1025335,3.79,8.6,449.08,14.00%,7.00%,5.70%,10.60%,6.30%,,,0.73,0.609,32.20%,31.40%,2/1/2023 16:30,115.4,114.67,0.10%,-4.64%,-1.47%,312.00%,-2.52%,-12.43%,-30.10%,-7.45%,2.70%,2.51%,2.5,1.42,0.028563563,-8.09%,-10.11%,-11.46%,-33.24%,2.95%,29.9,-2.43%,-0.35%,351,450,215,296,165,478,91,256,239,83,290,381,357,436,118,4206
400,ABC,AmerisourceBergen Corporation,175,10,7,20,6,10,14,13,14,19,16,12,6,12,14,2,30829.66,12.07,1000,18.52,8.9,8.27,1.28,3,100,72.4,2.04,-4.28,-8.02,1326.01,0.52,Healthcare,Medical Distribution,USA,18.46,152.02,-0.02%,2946208,2.5,0.13,,37.40%,7.38%,9.30%,,34.50%,0.9,0.5,,3.50%,1.00%,0.70%,2/1/2023 8:30,204.03,162.29,0.20%,-97.95%,0.01%,250.00%,1.62%,8.73%,1.01%,-8.26%,2.03%,1.95%,2.1,2.22,0.02012893,-1.96%,-4.46%,-0.19%,-12.95%,12.49%,41.5,-0.35%,0.33%,242,153,493,130,228,345,315,348,473,402,298,137,295,351,48,4258
402,AVY,Avery Dennison Corporation,175,17,10,15,9,11,8,10,7,15,6,14,12,13,19,9,13790.37,15.74,6.63,31.06,4.3,13.76,1.8,9.4,1.53,92.8,2.32,-10.32,-8.46,487.99,0.98,Consumer Cyclical,Packaging & Containers,USA,18.07,166.47,-3.05%,769314,2.44,1.53,82.48,12.80%,7.41%,6.40%,38.30%,14.60%,1,0.6,1.23,26.60%,11.00%,8.40%,2/2/2023 8:30,81,80.45,0.70%,-1.27%,-4.53%,383.00%,-2.50%,-7.19%,-2.13%,-8.03%,2.71%,2.29%,1.9,1.58,0.026971827,-6.74%,-9.43%,-7.19%,-18.54%,9.79%,30.37,-3.06%,0.01%,403,244,360,209,254,187,252,164,361,137,335,295,306,471,207,4185
401,K,Kellogg Company,175,13,10,14,13,17,17,5,11,15,10,17,6,15,10,2,22264.09,15.18,5.69,60.83,-35.6,5.52,3.65,5.1,1.67,85.6,3.34,-3.63,-12.18,2032.33,0.43,Consumer Defensive,Packaged Foods,USA,23.07,64.74,-0.35%,9460129,9.68,1.45,74.46,-5.00%,2.38%,3.60%,23.80%,13.20%,0.7,0.4,1.35,30.10%,10.70%,6.30%,2/9/2023 8:30,346.55,317.19,16.50%,-2.30%,-0.99%,522.00%,1.33%,-7.96%,6.20%,-9.12%,1.94%,1.60%,3.1,4.65,0.017454433,-1.86%,-4.18%,-8.87%,-16.11%,7.51%,39.33,-0.40%,0.05%,304,230,338,320,421,410,103,275,375,246,417,127,363,248,27,4204
399,SIVB,SVB Financial Group,175,20,1,1,1,15,3,17,18,6,3,19,20,20,12,19,3451.86,2.68,0.28,1.3,-18.9,25.12,0,0.7,0.43,96.5,5.44,-81.8,-72,1678.44,1.65,Financial,Banks - Regional,USA,2.3,58.31,0.00%,0,0.29,0.61,0.19,20.70%,8.00%,31.10%,12.40%,19.80%,,,0.43,,71.70%,26.60%,1/19/2023 16:30,59.11,58.84,0.10%,-22.94%,1.19%,191.00%,-79.50%,-85.92%,-89.18%,-74.66%,17.70%,6.65%,2.4,0,0.417767107,-78.37%,-78.65%,-82.27%,-90.24%,0.00%,10.32,0.00%,0.00%,502,2,3,2,368,62,414,446,136,67,467,502,502,292,462,4227
406,IQV,IQVIA Holdings Inc.,176,9,10,14,7,8,6,20,12,16,7,4,16,14,17,16,36553.53,15.83,6.14,23.05,15.5,15.6,0,4.4,2.21,91.1,0.93,-15.92,-10.89,882.3,1.41,Healthcare,Diagnostics & Research,USA,33.38,190.89,-2.82%,1638356,2.88,2.54,27.92,32.60%,11.61%,8.20%,19.50%,8.20%,0.9,0.9,2.18,0.349,12.50%,7.60%,2/10/2023 8:30,185.5,184.29,0.88%,-0.32%,0.39%,195.00%,-3.23%,-7.95%,-13.34%,-6.83%,4.02%,3.09%,1.7,1.86,0.036356017,-8.88%,-12.71%,-10.33%,-25.12%,15.17%,30.38,-2.58%,-0.24%,212,247,348,166,189,147,492,296,402,163,81,401,342,415,399,4300
409,FDS,FactSet Research Systems Inc.,176,15,17,17,11,12,12,14,5,14,6,5,9,13,20,6,15932.1,24.72,10.49,41.64,-1.1,10.18,0.88,11.8,1.26,92.5,1.09,-6.77,-9.68,221.5,0.84,Financial,Financial Data & Stock Exchanges,USA,37.04,405.81,0.15%,524778,3.11,8.28,33.92,9.50%,11.90%,8.60%,32.20%,12.90%,2.2,2.2,1.26,53.70%,27.30%,22.10%,3/23/2023 8:30,38.12,38.05,0.10%,-33.36%,0.91%,187.00%,2.57%,-9.15%,-3.21%,1.15%,2.46%,1.88%,2.9,2.37,0.022769276,-2.08%,-3.11%,-2.75%,-14.41%,17.31%,43.02,0.22%,-0.07%,373,418,404,260,287,285,350,122,335,140,121,205,326,498,150,4274
410,BIO,"Bio-Rad Laboratories, Inc.",176,17,17,4,16,20,8,20,20,3,13,7,2,2,20,7,13762.49,25.94,1.45,168.66,-186.5,13.46,0,-27.6,0.12,80.5,1.31,2.03,9.3,164.4,0.91,Healthcare,Medical Devices,USA,,469.87,-3.77%,302575,,4.91,7.69,35.55%,17.80%,5.30%,-39.00%,14.30%,5.6,4.3,0.12,56.00%,16.70%,,2/16/2023 16:30,29.68,21.32,3.30%,-0.22%,1.31%,170.00%,-1.75%,-0.61%,-16.51%,11.74%,3.68%,3.25%,1.7,1.84,0.033583757,-2.82%,0.25%,1.80%,-22.66%,36.34%,46.33,-3.29%,-0.50%,404,426,78,390,492,194,481,502,57,321,171,38,50,500,176,4280
407,MAR,"Marriott International, Inc.",176,6,13,19,8,2,10,14,7,19,18,11,14,6,11,18,49871.25,18.36,88.7,27.58,116.9,11.95,1.01,9.5,17.72,61.7,1.75,-12.08,-0.35,1787.92,1.59,Consumer Cyclical,Lodging,USA,21.9,158.77,-1.46%,2477398,0.5,2.4,98.37,6.00%,43.50%,0.30%,182.30%,25.50%,0.5,0.5,16.51,21.90%,16.70%,11.40%,2/14/2023 8:30,316.6,256.28,0.90%,-1.05%,-3.23%,251.00%,-3.50%,-2.30%,-7.85%,6.64%,2.38%,2.03%,2.7,1.39,0.026138439,-6.09%,-5.53%,1.04%,-18.95%,21.19%,36.17,-0.68%,-0.79%,144,318,464,192,42,227,344,161,461,450,264,329,142,274,451,4263
405,AMCR,Amcor plc,176,15,8,11,17,14,17,3,10,15,19,12,9,16,3,7,16060.7,13.11,3.63,730.03,-12.2,5.29,4.58,6.1,1.59,48.5,1.88,-7.04,-14.26,7810.55,0.85,Consumer Cyclical,Packaging & Containers,Switzerland,15.03,10.7,-0.83%,24398075,5.26,1.07,19.19,1.80%,0.0285,9.80%,25.20%,8.90%,1.3,0.8,1.57,19.10%,10.20%,7.10%,2/7/2023 16:30,1475,1474.71,0.20%,-26.67%,-0.80%,355.00%,-0.37%,-9.25%,-6.63%,-10.16%,1.87%,1.73%,3,3.12,0.020560748,-3.33%,-7.35%,-10.31%,-21.35%,2.69%,33.62,-0.47%,-0.37%,372,188,258,410,338,421,57,245,367,473,279,211,399,62,158,4238
411,ILMN,"Illumina, Inc.",176,9,20,13,17,20,1,18,20,5,7,16,1,3,14,12,37048.51,72.18,5.34,349.51,-655.9,121.9,0,-32.5,0.41,91.1,2.77,4.91,6.94,1346.02,1.16,Healthcare,Diagnostics & Research,USA,,224.55,-0.18%,1598066,,8.08,18.19,-46.50%,,10.70%,-50.80%,-45.50%,1.3,1.1,0.23,64.80%,-91.20%,-96.10%,2/7/2023 16:30,157,156.75,0.10%,-8.00%,2.62%,323.00%,15.74%,11.18%,-31.25%,11.05%,4.88%,4.12%,2.7,1.19,0.045646849,7.34%,7.84%,8.00%,-39.50%,29.46%,58.14,0.65%,-0.83%,207,497,324,405,501,13,439,503,126,164,382,15,67,348,300,4291
408,LVS,Las Vegas Sands Corp.,176,8,14,17,19,10,1,18,8,18,20,18,5,2,5,13,42028.72,20.02,10.77,3000,7.6,96.97,0,8.3,4.12,41,4.6,-3.29,12.18,5119.65,1.17,Consumer Cyclical,Resorts & Casinos,USA,,54.69,0.40%,5346198,,10.23,6.66,-20.00%,-1.75%,-20.20%,44.40%,-4.80%,1.7,1.7,3.59,40.10%,-19.30%,44.60%,1/25/2023 16:30,764,330.09,56.80%,0.00%,0.34%,296.00%,-2.70%,37.79%,49.67%,13.77%,3.46%,2.84%,1.9,1.04,0.032547084,-4.25%,-2.93%,26.25%,-10.33%,89.40%,42.09,0.87%,-0.46%,180,348,407,473,236,15,441,180,432,481,448,120,29,106,304,4200
414,PH,Parker-Hannifin Corporation,177,8,9,12,8,16,13,11,12,15,10,8,16,4,17,18,40551.31,14.22,4.2,26.07,-24.4,9.45,1.74,4.6,1.5,85.9,1.37,-15.57,2.67,887.51,1.51,Industrials,Specialty Industrial Machinery,USA,31.49,304.92,-2.89%,1809492,2.84,2.36,52.14,6.80%,11.10%,5.70%,14.00%,12.20%,1.3,0.7,1.29,30.60%,16.00%,7.30%,2/2/2023 8:30,128.31,127.78,0.20%,-24.36%,-0.40%,197.00%,-9.91%,13.97%,6.65%,4.78%,4.05%,2.58%,2.2,2.04,0.03299226,-12.04%,-8.55%,5.12%,-16.36%,32.32%,26.92,-1.84%,-1.07%,188,204,285,183,383,307,260,292,358,239,188,395,99,413,430,4224
415,NDAQ,"Nasdaq, Inc.",177,11,13,12,7,12,14,12,11,11,15,9,13,18,10,9,26638.22,18.06,4.21,22.75,-3.8,8.15,1.52,5.2,0.88,77.7,1.57,-10.84,-17.05,2264.09,0.99,Financial,Financial Data & Stock Exchanges,USA,23.32,52.75,-0.68%,5554896,4.22,4.28,39,12.40%,5.53%,9.50%,18.90%,10.50%,1,1,0.77,57.50%,25.10%,18.10%,1/25/2023 8:30,491.27,340.98,0.30%,-2.71%,0.05%,236.00%,0.29%,-13.68%,-8.69%,-14.02%,2.89%,1.97%,2.5,2.45,0.02464455,-4.80%,-10.10%,-10.64%,-23.79%,12.79%,33.34,-0.83%,0.15%,271,305,286,161,302,348,286,266,277,356,226,304,433,234,210,4265
416,VTR,"Ventas, Inc.",177,14,20,5,15,20,1,3,19,13,4,14,14,10,11,14,18464.45,316,1.7,103.85,-193.6,216.7,4.07,-0.2,1.18,95.1,2.36,-12.45,-4.8,1990.33,1.23,Real Estate,REIT - Healthcare Facilities,USA,,44.24,-3.89%,4334852,,4.47,150.61,-15.70%,,2.90%,-0.40%,2.10%,,,1.18,44.70%,10.90%,-1.10%,2/9/2023 16:30,399.66,397.86,0.51%,-1.56%,-0.56%,472.00%,-0.94%,-6.55%,-24.43%,-1.80%,3.05%,2.66%,2.2,2.18,0.029837251,-8.01%,-10.34%,-6.51%,-30.90%,25.22%,31.81,-3.47%,-0.43%,334,500,108,370,493,8,74,468,327,89,338,338,227,254,331,4259
412,CMA,Comerica Incorporated,177,20,1,2,9,11,19,1,17,9,11,14,20,20,9,14,6027.63,4.44,1.19,29.69,1.4,1.56,6.52,1.3,0.63,84.9,2.44,-42.25,-33.03,2402.07,1.24,Financial,Banks - Regional,USA,5.15,43.59,-8.44%,11656827,,2.26,0.94,12.20%,-10.70%,4.10%,20.30%,26.60%,,,0.63,,90.00%,42.00%,1/19/2023 8:30,131,130.17,0.40%,-2.34%,1.00%,132.00%,-25.88%,-45.59%,-54.55%,-34.79%,28.46%,9.28%,2.1,4.85,0.114475797,-31.79%,-36.41%,-40.31%,-55.30%,49.43%,21.88,-5.95%,-2.65%,490,8,50,202,271,462,14,415,211,263,350,499,495,224,340,4294
413,ALB,Albemarle Corporation,177,11,2,10,13,6,19,15,2,5,10,18,19,17,12,18,25696.39,7.22,3.06,55.64,30.4,0.87,0.77,20.2,0.4,85.8,4.56,-23.57,-15.88,1619.75,1.58,Basic Materials,Specialty Chemicals,USA,9.13,208.49,-2.85%,2299932,0.17,3.51,17.14,43.50%,55.09%,19.00%,40.40%,18.60%,1.9,1.1,0.4,42.00%,33.70%,36.70%,2/15/2023 16:30,117.16,116.97,0.10%,-17.45%,1.63%,329.00%,-7.39%,-27.29%,9.01%,-3.86%,4.29%,4.64%,2.4,1.42,0.051896973,-15.03%,-17.68%,-18.26%,-37.68%,12.61%,29.11,-2.20%,-0.66%,277,46,231,311,128,466,360,33,121,241,446,472,421,302,450,4305
423,PTC,PTC Inc.,178,16,16,14,9,17,4,17,8,8,7,7,13,11,18,13,14297.43,22.59,5.83,31.55,-34.3,19.9,0,7.4,0.56,91.1,1.32,-11.01,-6.75,695.22,1.19,Technology,Software - Application,USA,41.06,118.71,-0.64%,1566051,3.33,7.36,36.89,118.50%,12.32%,10.70%,15.30%,10.00%,1.4,1.4,0.56,80.10%,25.20%,17.60%,2/1/2023 16:30,117.82,105.26,1.00%,-59.08%,-0.95%,200.00%,0.28%,3.24%,8.17%,-1.11%,2.65%,2.22%,2,2.25,0.026029821,-4.43%,-7.56%,-0.24%,-15.15%,22.95%,36.57,-0.68%,0.04%,398,394,343,211,413,95,427,198,178,165,172,307,272,438,316,4327
